val_mean_box_ap_25,val_mean_box_ap_50,val_fallentree_val_box_ap_50,val_fallentree_val_box_ap_25,val_fallentree_val_ap,val_fallentree_val_ap_50,val_fallentree_val_ap_25,val_mean_ap,val_mean_ap_50,val_mean_ap_25,val_mean_recall,val_mean_precision,val_mean_f1,val_fallentree_recall,val_fallentree_precision,val_fallentree_f1,val_loss_ce,val_loss_mask,val_loss_dice,val_loss_ce_0,val_loss_mask_0,val_loss_dice_0,val_loss_ce_1,val_loss_mask_1,val_loss_dice_1,val_loss_ce_2,val_loss_mask_2,val_loss_dice_2,val_loss_ce_3,val_loss_mask_3,val_loss_dice_3,val_loss_ce_4,val_loss_mask_4,val_loss_dice_4,val_loss_ce_5,val_loss_mask_5,val_loss_dice_5,val_loss_ce_6,val_loss_mask_6,val_loss_dice_6,val_loss_ce_7,val_loss_mask_7,val_loss_dice_7,val_loss_ce_8,val_loss_mask_8,val_loss_dice_8,val_loss_ce_9,val_loss_mask_9,val_loss_dice_9,val_loss_ce_10,val_loss_mask_10,val_loss_dice_10,val_loss_ce_11,val_loss_mask_11,val_loss_dice_11,val_mean_loss_ce,val_mean_loss_mask,val_mean_loss_dice,epoch,step,train_loss_mean,lr-AdamW,train_loss_ce,train_loss_mask,train_loss_dice,train_loss_ce_0,train_loss_mask_0,train_loss_dice_0,train_loss_ce_1,train_loss_mask_1,train_loss_dice_1,train_loss_ce_2,train_loss_mask_2,train_loss_dice_2,train_loss_ce_3,train_loss_mask_3,train_loss_dice_3,train_loss_ce_4,train_loss_mask_4,train_loss_dice_4,train_loss_ce_5,train_loss_mask_5,train_loss_dice_5,train_loss_ce_6,train_loss_mask_6,train_loss_dice_6,train_loss_ce_7,train_loss_mask_7,train_loss_dice_7,train_loss_ce_8,train_loss_mask_8,train_loss_dice_8,train_loss_ce_9,train_loss_mask_9,train_loss_dice_9,train_loss_ce_10,train_loss_mask_10,train_loss_dice_10,train_loss_ce_11,train_loss_mask_11,train_loss_dice_11,train_mean_loss_ce,train_mean_loss_mask,train_mean_loss_dice
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0095124244689941,2.892300844192505,1.9827821254730225,1.3548097610473633,3.5401785373687744,1.9827625751495361,2.995729923248291,2.8704826831817627,1.9827837944030762,4.349733352661133,2.778862476348877,1.9827805757522583,2.9490530490875244,2.9611856937408447,1.9827921390533447,2.1535353660583496,2.8227756023406982,1.9827781915664673,2.9740347862243652,2.6314992904663086,1.982785701751709,2.2400269508361816,2.6492466926574707,1.9827812910079956,1.4464703798294067,2.963286876678467,1.9827951192855835,1.095391869544983,2.7898576259613037,1.982771396636963,2.0476162433624268,2.689199924468994,1.9827826023101807,1.8262553215026855,2.8484244346618652,1.9827848672866821,1.3439446687698364,2.9667868614196777,1.982796311378479,2.1373934745788574,2.877237558364868,1.9827828407287598,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,13,273.8509521484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9789010286331177,2.8293631076812744,1.9827958345413208,1.3547942638397217,3.5340774059295654,1.9827637672424316,2.9801993370056152,2.7493863105773926,1.9827914237976074,4.0860114097595215,2.659152030944824,1.9827864170074463,2.7429354190826416,2.8532509803771973,1.9828026294708252,1.9962564706802368,2.693976879119873,1.9827897548675537,2.7092647552490234,2.506612777709961,1.9827964305877686,2.023153781890869,2.5823781490325928,1.9827885627746582,1.3473069667816162,2.8709418773651123,1.9828081130981445,1.0370453596115112,2.723308801651001,1.9827828407287598,1.8414007425308228,2.645435333251953,1.982792615890503,1.6325106620788574,2.756270408630371,1.9827933311462402,1.2362892627716064,2.8724570274353027,1.9828112125396729,1.9973899126052856,2.790508508682251,1.9827924966812134,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,15,260.9849548339844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9465521574020386,2.767458915710449,1.9828108549118042,1.354778528213501,3.527259588241577,1.9827650785446167,2.923110246658325,2.6533749103546143,1.9827988147735596,3.8289167881011963,2.561985492706299,1.982792854309082,2.5540947914123535,2.7483444213867188,1.9828157424926758,1.8516371250152588,2.5727157592773438,1.9828039407730103,2.432016372680664,2.412679672241211,1.9828109741210938,1.8228158950805664,2.5097641944885254,1.982797622680664,1.2572013139724731,2.7903923988342285,1.9828240871429443,0.9812545776367188,2.64290189743042,1.9827966690063477,1.653801441192627,2.60097599029541,1.9828050136566162,1.5139408111572266,2.6790452003479004,1.9828041791915894,1.1505510807037354,2.7785208225250244,1.98282790184021,1.8669747114181519,2.711186170578003,1.9828041791915894,8,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,17,262.7742919921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9298465251922607,2.6965126991271973,1.9828288555145264,1.354762077331543,3.5192270278930664,1.9827661514282227,2.8747191429138184,2.562988758087158,1.982805848121643,3.6244401931762695,2.468785524368286,1.9827988147735596,2.391829252243042,2.6421449184417725,1.9828288555145264,1.7325713634490967,2.4475317001342773,1.982819676399231,2.1969552040100098,2.315800666809082,1.9828262329101562,1.675469994544983,2.4277143478393555,1.9828057289123535,1.1925443410873413,2.7020037174224854,1.9828388690948486,0.9435970783233643,2.5487112998962402,1.9828124046325684,1.512026309967041,2.5322771072387695,1.9828193187713623,1.4364656209945679,2.6049447059631348,1.9828150272369385,1.098954200744629,2.6865124702453613,1.9828450679779053,1.7664755582809448,2.627319574356079,1.982816219329834,9,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,19,247.70184326171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9158781170845032,2.604116201400757,1.982848048210144,1.3547450304031372,3.5080015659332275,1.982767105102539,2.817194938659668,2.475964307785034,1.9828131198883057,3.422687530517578,2.3805649280548096,1.9828052520751953,2.2384908199310303,2.5430142879486084,1.9828424453735352,1.6095057725906372,2.3169755935668945,1.9828376770019531,1.9787691831588745,2.2164647579193115,1.9828424453735352,1.5582072734832764,2.347226619720459,1.9828137159347534,1.1382595300674438,2.6063315868377686,1.9828532934188843,0.9174883365631104,2.444941520690918,1.9828300476074219,1.401909351348877,2.4461846351623535,1.9828357696533203,1.3809149265289307,2.5245704650878906,1.982826590538025,1.061697006225586,2.58870005607605,1.9828627109527588,1.67659592628479,2.538696765899658,1.9828290939331055,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,21,245.8984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9004663228988647,2.4842865467071533,1.9828708171844482,1.3547272682189941,3.494650363922119,1.9827682971954346,2.738424301147461,2.3767151832580566,1.9828205108642578,3.2216219902038574,2.2715320587158203,1.982811689376831,2.085736036300659,2.422813653945923,1.9828590154647827,1.4937323331832886,2.1682865619659424,1.982857584953308,1.7882215976715088,2.103712320327759,1.9828590154647827,1.4624102115631104,2.2386107444763184,1.9828228950500488,1.0912419557571411,2.475207805633545,1.9828706979751587,0.8971986770629883,2.3157615661621094,1.9828509092330933,1.318166971206665,2.330687999725342,1.9828524589538574,1.3409230709075928,2.420194149017334,1.9828400611877441,1.028456211090088,2.463904619216919,1.9828839302062988,1.593948245048523,2.4281818866729736,1.9828436374664307,11,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,23,237.7945098876953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8935355544090271,2.3630828857421875,1.9828921556472778,1.3547093868255615,3.4834110736846924,1.9827690124511719,2.6740846633911133,2.289158344268799,1.982824683189392,3.0711400508880615,2.1761045455932617,1.9828169345855713,1.9617735147476196,2.3063104152679443,1.9828758239746094,1.3967419862747192,2.04007625579834,1.9828740358352661,1.63814115524292,2.007923126220703,1.9828732013702393,1.390894889831543,2.133920431137085,1.9828323125839233,1.0515238046646118,2.345576286315918,1.9828884601593018,0.8843836784362793,2.1960315704345703,1.9828706979751587,1.2613906860351562,2.2136521339416504,1.98286771774292,1.3139780759811401,2.3178582191467285,1.9828541278839111,1.007362723350525,2.3328683376312256,1.982904314994812,1.53074312210083,2.3235363960266113,1.9828572273254395,12,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,25,236.78848266601562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8885582089424133,2.2454428672790527,1.9829084873199463,1.3546905517578125,3.4700493812561035,1.9827687740325928,2.606682062149048,2.1991660594940186,1.9828243255615234,2.933281898498535,2.08345365524292,1.982818841934204,1.8510104417800903,2.1995890140533447,1.982887864112854,1.317723035812378,1.9285948276519775,1.9828873872756958,1.5208351612091064,1.9120992422103882,1.982881784439087,1.3286116123199463,2.0309994220733643,1.9828379154205322,1.015879511833191,2.2191925048828125,1.9829010963439941,0.872784435749054,2.08288836479187,1.9828855991363525,1.2186640501022339,2.1069509983062744,1.982879638671875,1.2914628982543945,2.2159152030944824,1.9828640222549438,0.9913915991783142,2.2013473510742188,1.9829176664352417,1.4762749671936035,2.222745418548584,1.9828664064407349,13,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,27,232.00390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8840562105178833,2.0976791381835938,1.9829182624816895,1.3546711206436157,3.4531266689300537,1.9827682971954346,2.55717396736145,2.10071063041687,1.9828191995620728,2.8683395385742188,1.9823753833770752,1.9828176498413086,1.7858057022094727,2.067587375640869,1.9828928709030151,1.2729145288467407,1.7886947393417358,1.982897400856018,1.4538984298706055,1.7883131504058838,1.9828861951828003,1.297731637954712,1.901529312133789,1.9828382730484009,0.995540201663971,2.0561609268188477,1.9829050302505493,0.8647257089614868,1.939246654510498,1.9828916788101196,1.18898606300354,1.9724185466766357,1.9828872680664062,1.2727606296539307,2.09135103225708,1.9828681945800781,0.9772691130638123,2.0452659130096436,1.9829225540161133,1.4441440105438232,2.0988047122955322,1.9828702211380005,14,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,29,233.34011840820312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88102787733078,1.935483694076538,1.9829270839691162,1.3546512126922607,3.4361698627471924,1.9827674627304077,2.4872517585754395,1.9779337644577026,1.9828077554702759,2.8626415729522705,1.8397774696350098,1.9828104972839355,1.7876067161560059,1.9013762474060059,1.9828908443450928,1.2762531042099,1.6245330572128296,1.9829071760177612,1.441495656967163,1.651578664779663,1.9828954935073853,1.3031219244003296,1.7299283742904663,1.9828444719314575,0.9999961853027344,1.8571622371673584,1.982908010482788,0.8629493713378906,1.7824522256851196,1.9828966856002808,1.1774442195892334,1.8227972984313965,1.982896089553833,1.2654035091400146,1.9315483570098877,1.9828767776489258,0.9683725237846375,1.8685591220855713,1.9829260110855103,1.43601655960083,1.95071542263031,1.9828734397888184,15,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,31,228.92214965820312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8847824931144714,1.7842966318130493,1.9829236268997192,1.354630708694458,3.41955828666687,1.9827661514282227,2.4388275146484375,1.8612139225006104,1.982789158821106,3.003091812133789,1.7065786123275757,1.982810139656067,1.9511768817901611,1.6958832740783691,1.9828695058822632,1.412071943283081,1.4790642261505127,1.982905626296997,1.5960021018981934,1.5337703227996826,1.982892632484436,1.4406137466430664,1.5343778133392334,1.9828498363494873,1.060189127922058,1.628751516342163,1.9829051494598389,0.8937612175941467,1.623004674911499,1.982895851135254,1.2395514249801636,1.6835598945617676,1.9829022884368896,1.3217134475708008,1.7527248859405518,1.9828828573226929,0.9772850871086121,1.698884129524231,1.9829204082489014,1.5056689977645874,1.8001283407211304,1.9828702211380005,16,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,33,226.3266143798828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.886167049407959,1.6440261602401733,1.9829434156417847,1.3546096086502075,3.4018194675445557,1.9827646017074585,2.3735201358795166,1.7243006229400635,1.9827748537063599,2.9918031692504883,1.593400478363037,1.9828011989593506,1.9192886352539062,1.5554293394088745,1.98287034034729,1.3904666900634766,1.3727021217346191,1.9829148054122925,1.5650858879089355,1.4309930801391602,1.9828959703445435,1.4195566177368164,1.3917548656463623,1.9828574657440186,1.0273946523666382,1.4700300693511963,1.9829044342041016,0.8866088390350342,1.4790815114974976,1.9829057455062866,1.2240054607391357,1.5817039012908936,1.9829070568084717,1.3253133296966553,1.6004562377929688,1.9828910827636719,0.9627441167831421,1.546267032623291,1.9829225540161133,1.4866588115692139,1.6763050556182861,1.9828733205795288,17,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,35,222.8133087158203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8964922428131104,1.5112477540969849,1.9829471111297607,1.3545873165130615,3.383775472640991,1.9827625751495361,2.3259923458099365,1.654921531677246,1.9827518463134766,2.9231154918670654,1.484325885772705,1.9827879667282104,1.886765480041504,1.4175260066986084,1.9828596115112305,1.3579282760620117,1.2578916549682617,1.982908844947815,1.5461406707763672,1.3021204471588135,1.9828786849975586,1.3950248956680298,1.2605197429656982,1.982838749885559,1.0106608867645264,1.3164498805999756,1.9828892946243286,0.8890014886856079,1.3609018325805664,1.982905387878418,1.2443227767944336,1.4573650360107422,1.9829026460647583,1.314710259437561,1.4671837091445923,1.982885479927063,0.9573437571525574,1.3956124782562256,1.9829095602035522,1.4693912267684937,1.5592185258865356,1.9828636646270752,18,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,37,213.92984008789062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8677763342857361,1.394214391708374,1.9829440116882324,1.3545641899108887,3.363997220993042,1.9827595949172974,2.12984299659729,1.5795068740844727,1.9827367067337036,2.477233409881592,1.4507718086242676,1.9827913045883179,1.5008617639541626,1.4409373998641968,1.9828987121582031,1.1246013641357422,1.2162623405456543,1.9829241037368774,1.2227810621261597,1.226447343826294,1.9828710556030273,1.1904373168945312,1.2181379795074463,1.9828369617462158,0.9567943811416626,1.266240119934082,1.982889175415039,0.8554578423500061,1.283603549003601,1.9829007387161255,1.0778887271881104,1.3310465812683105,1.982898473739624,1.2092905044555664,1.3589140176773071,1.9828786849975586,0.930355966091156,1.27566659450531,1.9828977584838867,1.299837350845337,1.4927496910095215,1.9828636646270752,19,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,39,210.44212341308594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
